"OldAdvertiserId","NewAdvertiserId"
"AR367976872182546432","AR16550443444758118401"
"AR409588078714290176","AR03098107520040828929"
"AR425715131154956288","AR04152794257775656961"
"AR460893077972713472","AR08453731901914480641"
"AR499018231348985856","AR04791460979932135425"
"AR65609439377358848","AR16447621240497111041"
"AR163282355807584256","AR13169000711771389953"
"AR351655360802586624","AR03026049926002900993"
"AR405969654666756096","AR01328174861981319169"
"AR436460452134780928","AR00360185578169303041"
"AR441057407171297280","AR03799764438718873601"
"AR481578877420830720","AR06945026026745364481"
"AR83558691822895104","AR15419956100526505985"
"AR130387441805688832","AR05543544113200103425"
"AR142481313796980736","AR08134966988347801601"
"AR203426590489575424","AR08865811267818881025"
"AR261476337670160384","AR02195005227747246081"
"AR491889650789515264","AR12734830645436481537"
"AR65573189853380608","AR14570555330523037697"
"AR130547231768969216","AR11827657548780011521"
"AR412759345126703104","AR06818660942071463937"
"AR575254931645136896","AR15415434496396230657"
"AR92351795547865088","AR08931479050031988737"
"AR9884815692136448","AR09440020220308619265"
"AR29992031505874944","AR04967185203161202689"
"AR342701522221531136","AR01920662508088066049"
"AR372698467169992704","AR04920657994242326529"
"AR409503553757904896","AR17108889798552059905"
"AR433345570053029888","AR17838406280293646337"
"AR46638156514066432","AR08955883260366290945"
"AR59545907628081152","AR06125370894563934209"
"AR215902096094920704","AR10872164901812436993"
"AR245332208439525376","AR09759015206683410433"
"AR508779970458288128","AR00432820965567627265"
"AR533000390552059904","AR02758930173104488449"
"AR534531769731383296","AR14231005798900695041"
"AR540733599427592192","AR16190472133917278209"
"AR107394832602759168","AR06800150251500994561"
"AR120316293252382720","AR11885474817970798593"
"AR165516666514440192","AR00939475923646808065"
"AR208412085447557120","AR08678911883283005441"
"AR234161376459751424","AR02819728768073990145"
"AR460938364107882496","AR00251832555542675457"
"AR540952367881781248","AR13128468315125055489"
"AR184819761371152384","AR12408888257402634241"
"AR319309893376933888","AR03994407683649175553"
"AR34503980549668864","AR01333540891041726465"
"AR4951135219613696","AR12589598353546805249"
"AR122573109587869696","AR05373635069531389953"
"AR185982941594124288","AR15267976792971935745"
"AR219552680857567232","AR14766934154557784065"
"AR297636079652044800","AR14702979136582844417"
"AR326875186211061760","AR15580976967074185217"
"AR447812806612353024","AR01288504894768021505"
"AR475541149835067392","AR09798212658774671361"
"AR6880365809500160","AR01914505242972520449"
"AR143043713994588160","AR11600903616516325377"
"AR16593176651366400","AR00903447126627844097"
"AR392837568820936704","AR05853405868799819777"
"AR458298711567499264","AR12173968664596316161"
"AR521244858904477696","AR14033691840226525185"
"AR99524734529568768","AR03881598615273078785"
"AR257954945523777536","AR01517147925447180289"
"AR186089456783065088","AR15047001756384886785"
"AR295952933508349952","AR06683817248357875713"
"AR308819865253183488","AR16100844069189582849"
"AR32267024142958592","AR01891987244835667969"
"AR343944485756993536","AR12873391787963580417"
"AR376917362005245952","AR09109732150004940801"
"AR387755110681280512","AR00949755257854885889"
"AR391027188566065152","AR16463622570655088641"
"AR492026162030051328","AR04813074354877235201"
"AR6361499400404992","AR00180619386434879489"
"AR84935314740609024","AR01077477827072229377"
"AR104583793687396352","AR00784455641807716353"
"AR178200770091417600","AR16608994225643585537"
"AR259405510598459392","AR16311752664507482113"
"AR281599943079100416","AR14506569801100427265"
"AR328059875630252032","AR03336835683686809601"
"AR331089820438757376","AR12513103817773940737"
"AR367155313658298368","AR07403548763807023105"
"AR378635074045739008","AR15119424663161143297"
"AR438762245367791616","AR08672895355655815169"
"AR50711915814453248","AR08083457067609751553"
"AR525242511384379392","AR11910244615921336321"
"AR148109060984537088","AR04598102926655750145"
"AR179335466091282432","AR09840320655583608833"
"AR204442401794686976","AR11862956819833946113"
"AR215791801334759424","AR16834930808450973697"
"AR281466421135802368","AR07926956980558626817"
"AR356821347466215424","AR11214438473492594689"
"AR374174802048450560","AR14740756981723693057"
"AR422391822900264960","AR16906988402488901633"
"AR462903019588026368","AR07596886888435154945"
"AR474811383351869440","AR08665401084400893953"
"AR518134684106883072","AR17375362763735433217"
"AR188082733925269504","AR01918146413166854145"
"AR286078838054584320","AR11528846022478397441"
"AR292912199741997056","AR17057406403532029953"
"AR316777889896857600","AR09050961604232871937"
"AR433087390978932736","AR03459239915160600577"
"AR524648053550874624","AR02549512790431760385"
"AR547195223105601536","AR13225295707113521153"
"AR553636471458758656","AR03549311907708010497"
"AR83562883710976","AR08664556659470761985"
"AR104374439801520128","AR10327229346900606977"
"AR12988118542057472","AR12316957952765329409"
"AR144278946588917760","AR14357951013397200897"
"AR251150927052931072","AR13961634246188597249"
"AR310221742578597888","AR09083981450243473409"
"AR398318015810109440","AR08189010183876247553"
"AR431961491072090112","AR06009842596493393921"
"AR444297977175998464","AR15747311498440998913"
"AR447764256302039040","AR01048834449657036801"
"AR565248722997346304","AR14654027504524722177"
"AR245758578432933888","AR14028027156320223233"
"AR26596430361657344","AR05382276956047802369"
"AR355494924126257152","AR06367804687273426945"
"AR377141765456527360","AR18136973852452847617"
"AR454559341240909824","AR07652091168242532353"
"AR532582369975074816","AR10381800308010385409"
"AR101209633019920384","AR11586488194442461185"
"AR140325824329940992","AR15248903152448045057"
"AR178135967624855552",NULL
"AR254898681155682304","AR12087292376272338945"
"AR417995597455294464","AR08462739101169221633"
"AR459647400017920000","AR16641276024474042369"
"AR461888926269833216","AR06985558423391698945"
"AR86727381254930432","AR04290154046410457089"
"AR116759338776788992","AR03296265903645130753"
"AR206312774152749056","AR04278895047342030849"
"AR21269090366652416","AR05017485386230792193"
"AR260848825768345600","AR01098509285488328705"
"AR333664876671008768","AR17823410728397176833"
"AR419929878926721024","AR18068072681420357633"
"AR431966645032845312","AR08719444279929339905"
"AR462737852325691392","AR10957733294732476417"
"AR484626826732240896","AR02690303192784175105"
"AR486246785317076992","AR06075831298662858753"
"AR489016592546398208","AR05602953337788956673"
"AR513786390496935936","AR07859256751101575169"
"AR64764395971936256","AR13952627046933856257"
"AR14309319201783808","AR15261925080972656641"
"AR179100823437967360","AR12115158398966693889"
"AR268406215862648832","AR15650484106452533249"
"AR352967043814785024","AR07797559992571133953"
"AR390775366043566080","AR15763074097136795649"
"AR409991324603777024","AR16284647228981641217"
"AR418777607920680960","AR00254532406344679425"
"AR490624559582543872","AR16056969157194809345"
"AR522818603641208832","AR08043904335823765505"
"AR556636592014360576","AR08789511483043086337"
"AR57885610710401024","AR00867418329608880129"
"AR178162218464968704","AR05154845174865592321"
"AR195111018408443904","AR14736253382096322561"
"AR251724562884984832","AR11099596682994647041"
"AR296513478280085504","AR16812412810314121217"
"AR301521203988791296","AR01770132356858904577"
"AR571390698029318144","AR05039140954934607873"
"AR91354057465135104","AR00604451019811717121"
"AR184116451886497792","AR10466840935349092353"
"AR197648656885612544","AR14860702567758823425"
"AR280565336997101568","AR10774714361608929281"
"AR306782916883513344","AR06053313300526006273"
"AR401740142672347136","AR08269084317192290305"
"AR439052860034908160","AR03917744647719354369"
"AR68295821161922560","AR04598027472670294017"
"AR16564486269829120","AR07043260793617383425"
"AR276637125548441600","AR07541154843046445057"
"AR355055325633576960","AR00946231323087863809"
"AR485728262505365504","AR16612002626896134145"
"AR538198778448969728","AR10250668153235308545"
"AR546270911783763968","AR09110395018077536257"
"AR120435315386089472","AR17433909558891249665"
"AR147496976605249536","AR01220950900357464065"
"AR313809345940815872","AR12921907051344429057"
"AR344139923948830720","AR10358754544292200449"
"AR425963861301002240","AR00027496999104282625"
"AR456234034888966144","AR03116966343480442881"
"AR496651841807843328","AR16249781715264864257"
"AR12348649451290624","AR09352009399746428929"
"AR150536335982067712","AR09241017411774185473"
"AR203107285440921600","AR10633474121561800705"
"AR237803955403358208","AR03017887151678291969"
"AR259778657357135872","AR09849847786399334401"
"AR324019960672157696","AR17177204380131131393"
"AR374290869244657664","AR06931515227863252993"
"AR390845425550098432","AR03803911521700937729"
"AR407167263347572736","AR15485074126925725697"
"AR414274334710824960","AR05922708911332261889"
"AR422664433064476672","AR15267678138126041089"
"AR427988577603813376","AR09077845763043622913"
"AR533665595086864384","AR11271860055936335873"
"AR16086885906513920","AR15572422766610087937"
"AR241800680170323968","AR05191376723576356865"
"AR404901135522988032","AR14427133659406401537"
"AR461953144620843008","AR05827770068003454977"
"AR468104568580866048","AR06287500481149272065"
"AR471877027335503872","AR12799705542327009281"
"AR507096549436686336","AR04729255010079080449"
"AR516758542225506304","AR05226902768903520257"
"AR60672700888121344","AR17915794719019892737"
"AR77628475858485248","AR11745863229522313217"
"AR93115440733093888","AR18104101478439321601"
"AR144859420008906752","AR10366899314113904641"
"AR149726751826640896","AR18374317456081551361"
"AR162667728807657472","AR02881934737927045121"
"AR255896213079982080","AR06707325906471354369"
"AR277092048484433920","AR17843737124981964801"
"AR30687781848088576","AR08737458678438821889"
"AR34994019138273280","AR15916196484467392513"
"AR367898583518674944","AR14313814692512923649"
"AR43892538540556288","AR13556310279725252609"
"AR447587028771536896","AR17162885027885744129"
"AR452623101264396288","AR08057415134705876993"
"AR464053486707802112","AR11980050410145579009"
"AR467891366404292608","AR14562729556512342017"
"AR49703354414137344","AR05908353687520018433"
"AR170283564816924672","AR13492415460011933697"
"AR201661049693274112","AR03283599529693151233"
"AR283005084579659776","AR08159248878013513729"
"AR298174840349655040","AR05439979326273486849"
"AR363807163312766976","AR09926408980064632833"
"AR54134317554597888","AR13703180019306594305"
"AR64306277580275712","AR15890447021656506369"
"AR74662165285437440","AR07341997278250401793"
"AR25605461147385856","AR06216284700701360129"
"AR390884252054454272","AR16026942731590828033"
"AR409163117470154752","AR14880368570172178433"
"AR470990374286917632","AR11609892811268161537"
"AR472849820248178688","AR01642201155310190593"
"AR561610748258680832","AR04148290658148286465"
"AR223492059221196800","AR01644057543254736897"
"AR283402764191531008","AR01631769126424805377"
"AR382375543883956224","AR04574332309896953857"
"AR429064621530284032","AR09678711000559255553"
"AR158931244699090944","AR16158546439415267329"
"AR249539249165041664","AR11078486059741347841"
"AR25511624701902848","AR15709030901608349697"
"AR261399028258832384","AR15884671287075799041"
"AR28558886818545664","AR01365066088433319937"
"AR307612773284577280","AR01512840451206414337"
"AR365976224876462080","AR00525647509620523009"
"AR464026514313183232","AR17912919770991165441"
"AR498824614223282176","AR15277776052915535873"
"AR531934207870500864","AR06523341327260712961"
"AR536304388633788416","AR09596885620098072577"
"AR69055927294099456","AR16935638651851767809"
"AR171558379829854208","AR15943218082231615489"
"AR179873299075956736","AR02680117179625504769"
"AR289539035506933760","AR16701094954583195649"
"AR309056019734986752","AR07344983964148301825"
"AR33527992181325824","AR02013584434774671361"
"AR359960590602469376","AR12707884501657714689"
"AR433482802848071680","AR07351978644807352321"
"AR441725360485171200","AR14434512207062499329"
"AR551717823668289536","AR10037249922627010561"
"AR562219602822561792","AR00720206916789207041"
"AR60666653574168576","AR07367519966788059137"
"AR201456162573385728","AR18066541748917633025"
"AR307967984259825664","AR09272524604662874113"
"AR474123432670265344","AR00585080923465187329"
"AR572574528455049216","AR09088739449373720577"
"AR330926611681509376","AR09286053408047890433"
"AR364664782382432256","AR11245963670884188161"
"AR376406638854144000","AR16413246108966322177"
"AR465473746493243392","AR02661342193947508737"
"AR274385325734756352","AR03800669061910626305"
"AR295460730256228352","AR07191225921657896961"
"AR32316845763592192","AR09601305381963825153"
"AR459043149658980352","AR13654545046597271553"
"AR174228475098431488","AR16632268825219301377"
"AR211004733865852928","AR14177807028302381057"
"AR251657114718568448","AR17019578393173164033"
"AR316409587861291008","AR12273043183474049025"
"AR524680695302324224","AR04985960188839198721"
"AR54118477715210240","AR02994975253500788737"
"AR550322199815258112","AR01457194167724670977"
"AR74673607078313984","AR07207096409932169217"
"AR78122156579356672","AR13685190634686644225"
"AR104639868780412928","AR01533951074459713537"
"AR117634068996161536","AR07222500155520450561"
"AR202337970898862080","AR17069117989074239489"
"AR219341299747127296","AR01783056428848644097"
"AR327237956328751104","AR10520039705947406337"
"AR356276470735175680","AR04016841844024410113"
"AR358014764258951168","AR05803363521206943745"
"AR432481491352551424","AR10993762091751440385"
"AR46697289623797760","AR17275654238965334017"
"AR48164759689756672","AR13829374817117143041"
"AR92727210049273856","AR06746107055972548609"
"AR125397892398579712","AR06749898996698841089"
"AR140392276063944704","AR10967180985833095169"
"AR262546437361893376","AR12867624849475895297"
"AR268046916078534656","AR16204426860619104257"
"AR285713181718872064","AR10025488171866783745"
"AR349031170144468992","AR08327631112348106753"
"AR435800607719161856","AR09488799229041180673"
"AR452316715477368832","AR03767736489635479553"
"AR475621860860493824","AR06646944026408779777"
"AR560675510540042240","AR15675253904403070977"
"AR104017854436737024","AR08478659617222557697"
"AR135128432865443840","AR13073664532428095489"
"AR306765187258515456","AR16068474446867857409"
"AR378890469981028352","AR00504034134675423233"
"AR412988112264757248","AR05328173562257735681"
"AR422184771116859392","AR06697328047239987201"
"AR447249856658931712","AR09872365784536186881"
"AR534853411242246144",NULL
"AR560312706062614528","AR07026090820038033409"
"AR170124547947757568","AR11588237242564345857"
"AR218914448717381632","AR14622456814839529473"
"AR233173224744026112","AR18369795851951276033"
"AR262084127082151936","AR08535064976044326913"
"AR359888847468756992","AR00161760562995265537"
"AR367607247297052672","AR14226185539924525057"
"AR439535305121333248","AR16340459126402318337"
"AR443557593533644800","AR11063567885975683073"
"AR45350662757679104","AR17203381552965222401"
"AR541269233389010944","AR13013003376412065793"
"AR558207141295423488","AR08292592975305768961"
"AR115253179645427712","AR04734196352773259265"
"AR145800533242806272","AR05882176514685927425"
"AR183646651183792128","AR03071930347206737921"
"AR313517219445211136","AR08728451479184080897"
"AR37127002976681984","AR11534194047035899905"
"AR445392575361187840","AR02084111096309874689"
"AR50905189342773248","AR03638539475325288449"
"AR558389522786680832","AR04913902594801270785"
"AR574942429824679936","AR16199162673823219713"
"AR93261332182204416","AR14201315686415859713"
"AR185393534642159616","AR05126562437264310273"
"AR211902759987838976","AR11906243767985766401"
"AR212185781152776192","AR06712492511610273793"
"AR235339949845512192","AR04071729464482988033"
"AR290250213371674624","AR04856825434374930433"
"AR333551833131778048","AR04818566415457976321"
"AR35790443513905152","AR15933130063046770689"
"AR397058593959968768","AR13727447065565331457"
"AR410208203272355840","AR16608906402152316929"
"AR466042640681402368","AR15700023702353608705"
"AR516139242301161472","AR12226987802482442241"
"AR53571367601176576","AR14893118781885775873"
"AR136630949864538112","AR00234662581963325441"
"AR198061076825243648","AR12474583939723296769"
"AR200829440945553408","AR08516782296697667585"
"AR204853309905829888","AR07117153472562069505"
"AR210917597569351680","AR15155590899133579265"
"AR215934428608724992","AR06416509478971113473"
"AR238795405653966848","AR12396633375677349889"
"AR248087240981348352","AR14010734724633329665"
"AR328635985363468288","AR09975948575965708289"
"AR569677658913243136","AR13087935918478721025"
"AR94687536202383360","AR15164598098388320257"
"AR129171931701182464","AR01152552481016774657"
"AR221743663934341120","AR05062521382504497153"
"AR255943835677360128","AR07381875190600302593"
"AR28687701477687296","AR13502267084196806657"
"AR386886737013506048","AR15213634942597595137"
"AR481932920164974592","AR02774692771800285185"
"AR532408681497624576","AR06508176862890426369"
"AR564694809655115776","AR17091991816661630977"
"AR98744940267307008","AR16001764877387431937"
"AR12920154979565568","AR10545530371208904705"
"AR147304252832743424","AR12772683944562786305"
"AR154750867130548224","AR13877557065913729025"
"AR15909211699412992","AR14489242185041444865"
"AR234393029815828480","AR02641982817839349761"
"AR376097538647785472","AR18240419204928897025"
"AR428865816084086784","AR11097344883180961793"
"AR95758941564174336","AR09286897832978022401"
"AR206541919247925248","AR14686713786195247105"
"AR25953147339931648","AR17084897767639220225"
"AR304879387377926144","AR06881131207032045569"
"AR36549209616285696","AR13348300271936077825"
"AR501074180653973504","AR13290597901710393345"
"AR512987526579879936","AR04792305404862267393"
"AR516513591650680832","AR05714364239691382785"
"AR530555248490577920","AR15013727510871408641"
"AR535263907036528640","AR10537149481265135617"
"AR70718388875296768","AR15919855659164631041"
"AR216849806398586880","AR04476366923373740033"
"AR237689846712238080","AR01293008494395392001"
"AR261128857636044800","AR11223445672747335681"
"AR384176440851038208","AR15526011968484802561"
"AR392402334015029248","AR11256131954417860609"
"AR417667461953880064","AR06413966583453974529"
"AR467648477413769216","AR11132529255269793793"
"AR50552280469995520","AR14227346624203456513"
"AR511070596776329216","AR00089702968957337601"
"AR511245144247238656","AR05810118920647999489"
"AR570269230528724992","AR11033133404118843393"
"AR154212209512153088","AR16194240572582526977"
"AR2442977397964800","AR02977354755031957505"
"AR383692277777694720","AR07201731205505482753"
"AR386476825334775808","AR08304250684778217473"
"AR40506489403604992","AR15907189285212651521"
"AR502251482729414656","AR01428116483216506881"
"AR561713071559540736","AR17660080200236400641"
"AR68706763632803840","AR18276082689209532417"
"AR127456727921590272","AR03499070823388413953"
"AR165818929132863488","AR09457833683068125185"
"AR171088441688195072","AR12353547500714459137"
"AR225599238896091136","AR02824232367701360641"
"AR265378126480015360","AR17773308182542680065"
"AR288912897994653696","AR10547905728641761281"
"AR433016575558156288","AR16323772250744422401"
"AR149095872670466048","AR13945871647492800513"
"AR210344889450233856","AR14056209838363377665"
"AR31188025278988288","AR05774534601204563969"
"AR364932324485234688","AR01237985634006597633"
"AR431214372921016320","AR12536121406506663937"
"AR472478838153019392","AR02058620431048376321"
"AR135728353897349120","AR14923847657980952577"
"AR152236180958609408","AR12615057957604818945"
"AR178471181232373760","AR09045955252913700865"
"AR320529423570829312","AR06400090471833534465"
"AR376449073131028480","AR02416033453209288705"
"AR378701113462882304","AR05359758957910949889"
"AR397011349319712768","AR13571093213560700929"
"AR6845147077672960","AR07449429185010860033"
"AR163186663936229376","AR00441763156197376001"
"AR188133861215961088","AR06025429273328746497"
"AR248619610767622144","AR12552122186908827649"
"AR25261898123444224","AR10867661302185066497"
"AR290755885641236480","AR08436708163381624833"
"AR393227551851413504","AR15844138890429464577"
"AR450089276718186496","AR09709391773020717057"
"AR463888834841542656","AR06166893951186894849"
"AR60501039635234816","AR00473353362213961729"
"AR103201123455729664","AR04346449041752588289"
"AR237340030215913472","AR07824582140091170817"
"AR239577089701838848","AR04801062327782735873"
"AR266504026386857984","AR06585728716532350977"
"AR107014470299025408","AR04390724450857779201"
"AR169844997116395520","AR02512621563979759617"
"AR232802173929390080","AR01829020687814098945"
"AR301132801506279424","AR00126576190906433537"
"AR310832693086519296","AR17571216158651056129"
"AR369882789689950208","AR17384369962990174209"
"AR483986429928538112","AR09907550156625018881"
"AR103535993465864192","AR18167996298152640513"
"AR127338633500819456","AR09336802741617426433"
"AR19382397132865536","AR02161358797547765761"
"AR248500622993653760","AR17952814176015482881"
"AR257770193210572800","AR00990422894431436801"
"AR286081037077839872","AR00215803758523711489"
"AR289916580312121344","AR03773487760082468865"
"AR433616634029015040","AR11034294488397774849"
"AR482589225527541760","AR10418349998663008257"
"AR498626014935515136","AR05283394576827023361"
"AR6409070458175488","AR14244600435544424449"
"AR74433260708429824","AR04832837801508601857"
"AR163035515447148544","AR18342253085675487233"
"AR229699008518422528","AR11417100456724267009"
"AR293830360670666752","AR03706937894665977857"
"AR369036028297609216","AR03616865902118567937"
"AR391766369617575936","AR04654322468012425217"
"AR468530113940553728","AR10941033774690861057"
"AR510715557599772672","AR12263777186669920257"
"AR117515184301408256","AR03677041348873027585"
"AR135263054320369664","AR17185095162766819329"
"AR144672571751661568","AR01729857658250330113"
"AR177245225767403520","AR17048091203582558209"
"AR182577066888134656","AR05157096974679277569"
"AR399156187267858432","AR12151187195985657857"
"AR428926529741783040","AR00308971975814938625"
"AR491489669075173376","AR16019779275896913921"
"AR497759702852042752","AR05796608121765888001"
"AR188492817402691584","AR13029316555555471361"
"AR213465440888815616","AR02270289613534789633"
"AR445223284930248704","AR00293737142700474369"
"AR492574199857020928","AR13934612648424374273"
"AR61014855162789888","AR09824180374643671041"
"AR72391845572771840","AR16491812811840684033"
"AR75101042223611904","AR15801857445661245441"
"AR133964496728227840","AR04886880997037047809"
"AR164921865083551744","AR02666606380743393281"
"AR249968402297257984","AR16366556447204442113"
"AR272410946448654336","AR07408896788364525569"
"AR305823318110371840","AR04179815855539879937"
"AR394048887037362176","AR01938377427117932545"
"AR42449944925175808","AR16357549247949701121"
"AR443700530045255680","AR01948282240177799169"
"AR452651929084887040","AR09435516620681248769"
"AR562822410072489984","AR16740355216276193281"
"AR182794289154097152","AR05692824394586390529"
"AR18506498682388480","AR14254368221967679489"
"AR230866930385289216","AR18091698574961147905"
"AR316191437882392576","AR12160194395240398849"
"AR32299047419117568","AR09006830231150919681"
"AR475727070379376640","AR09827329788262481921"
"AR92745386350870528","AR03369167922613190657"
"AR251000500118355968","AR05787600922511147009"
"AR377711140681023488","AR16262973655774920705"
"AR500643790571175936","AR13822022657740111873"
"AR528019499799019520","AR05783097322883776513"
"AR91439991170793472","AR10757323111314489345"
"AR11949423651192832","AR00017645374919409665"
"AR214086664958509056","AR09728250596460331009"
"AR365411934893244416","AR00818969449242558465"
"AR573194996610498560","AR17183695484464660481"
"AR189671596946882560","AR05494022521801932801"
"AR297610172409315328","AR09372466225898061825"
"AR416552179206193152","AR16938513599880495105"
"AR467843228410839040","AR14997462160483811329"
"AR470644784038412288","AR07791702756691017729"
"AR486321689546719232","AR12573681136028352513"
"AR98812044836339712","AR04020304893335044097"
"AR175316373134639104","AR15870316063263555585"
"AR198101552597041152","AR15105548551540703233"
"AR227104401595039744","AR09830970958456815617"
"AR360780070362546176","AR17253765573796429825"
"AR371490138250805248","AR06647788451338911745"
"AR433358248796487680","AR05832636918784851969"
"AR88821572948721664","AR09701228998696108033"
"AR175823110556090368","AR01254104749347700737"
"AR337332091547025408","AR11268481669021040641"
"AR369562728727052288","AR17378886698502455297"
"AR413578034612797440","AR01155648705760591873"
"AR414531620431724544","AR16367547107181068289"
"AR443573776970416128","AR04822986177323728897"
"AR518968285719429120","AR04362211640448385025"
"AR574309214206296064","AR11927635866215776257"
"AR115992360696938496","AR03579088056977719297"
"AR166681908321714176","AR04769787406725414913"
"AR292348528234070016","AR01657800064212402177"
"AR301644143132672","AR14350435026787631105"
"AR458708795044921344","AR12152671536683155457"
"AR161719056431316992","AR15852301664754073601"
"AR194591430444843008","AR05030996185112903681"
"AR223234223744483328","AR05841150162440814593"
"AR306672725202567168","AR07546093849278414849"
"AR393285344931348480","AR06219946486738714625"
"AR408789764553048064","AR14308776730234454017"
"AR454137678531657728","AR16212589634943713281"
"AR533983800623890432","AR13222199482369703937"
"AR16258718958092288","AR13561453795119988737"
"AR4169348092526592","AR09232010212519444481"
"AR453013565331210240","AR13818584759757963265"
"AR530085997543686144","AR06812169837737934849"
"AR536334900081459200","AR11304510466040004609"
"AR56716589331906560","AR04202333853676732417"
"AR206807382586556416","AR12210318931327451137"
"AR263340593994792960","AR15479347320612454401"
"AR355328966589939712","AR04678852984744968193"
"AR546806373946490880","AR11704468403442941953"
"AR18277868983287808","AR09408495022917025793"
"AR199829297681137664","AR17060110789819498497"
"AR302175516486533120","AR16598373767952990209"
"AR399880112595533824","AR11202208880534749185"
"AR435802085187911680","AR08904091864651530241"
"AR443458774926098432","AR07424659387060322305"
"AR484881879070146560","AR14586772164960059393"
"AR140391451430223872","AR11615258840328568833"
"AR293573865223749632","AR17853734984213331969"
"AR322025996335185920","AR11871964019088687105"
"AR405745560453120000","AR12574525560958484481"
"AR427471085584252928","AR09383953511068205057"
"AR440234766315290624","AR14074224236872859649"
"AR473443109850578944","AR04160957032100265985"
"AR485954693181210624","AR14128795197982638081"
"AR91224761769656320","AR14718238983586840577"
"AR275842109922082816","AR04639376119261298689"
"AR313394623898714112","AR10411953314890514433"
"AR323776178328436736","AR01554259054224736257"
"AR392814169839108096","AR09118012846951628801"
"AR460495260921888768","AR16662949597680762881"
"AR466701557384085504","AR17519843264549617665"
"AR537081124879335424","AR16483650037516075009"
"AR556921537324646400","AR10561919279215673345"
"AR91742906624245760","AR09764279393479294977"
"AR134336028579201024","AR10488035396364009473"
"AR172483412706197504","AR14457030205199351809"
"AR204314755366649856","AR01405598485079654401"
"AR216664882286690304","AR02801714369564508161"
"AR265073183801999360","AR02082491515682160641"
"AR273289731117154304","AR10858654102930325505"
"AR330708289903919104","AR00461471214930493441"
"AR482377260301549568","AR01400334298283769857"
"AR482626986880008192","AR15817117292665241601"
"AR53209559556161536","AR16074684076224675841"
"AR92942748688056320","AR11205431274237853697"
"AR118541234808553472","AR03162002339754147841"
"AR214129889509376000","AR14735408957166190593"
"AR223655955173212160","AR12065984115803947009"
"AR307150703523004416","AR02093265630122737665"
"AR42405277265297408","AR02959340356522475521"
"AR435389012413251584","AR00918365300393508865"
"AR242981074622218240","AR07549499036789637121"
"AR330731551446794240","AR13037635735409131521"
"AR353264770947743744","AR18397679879148535809"
"AR381991711246647296","AR05836296093482090497"
"AR411010915480109056","AR00987062374580092929"
"AR460756532372439040","AR06021788103134412801"
"AR53986364521185280","AR06183917689719750657"
"AR572473751342415872","AR17545338465296580609"
"AR154431940039016448","AR09334185629065412609"
"AR375970648133992448","AR01107516484743069697"
"AR505736556632342528","AR00957060413109829633"
"AR543232651918573568","AR04658127602878251009"
"AR70129085002547200","AR10156092561060528129"
"AR101183107301900288","AR01288099862172139521"
"AR130593428437204992","AR09766531193292980225"
"AR137549557469806592","AR10253089002961764353"
"AR173274614401597440","AR01363179601357963265"
"AR421406145085702144","AR02517227005871652865"
"AR120222353727684608","AR03988778184114962433"
"AR144266714522058752","AR07541129829156913153"
"AR20207580609511424","AR15614455309433569281"
"AR350656935525089280","AR00329238174138105857"
"AR385851632715300864","AR16967540157097967617"
"AR405335305177006080","AR15898182085957910529"
"AR431080232502427648","AR16934010000253124609"
"AR456709230070595584","AR14258871821595049985"
"AR46450414903623680","AR15161373917978820609"
"AR513086345187426304","AR13305099360569131009"
"AR112058857848569856","AR04188823054794620929"
"AR147589644819628032","AR05349907333726076929"
"AR245746140207644672","AR05605503792448536577"
"AR360266667151851520","AR09804811790125629441"
"AR372463858876416000","AR11838291338049093633"
"AR399626778244546560","AR13295101501337763841"
"AR402163179771133952","AR09147286244529537025"
"AR403269528986845184","AR17190715179013242881"
"AR416282833217126400","AR06373068874069311489"
"AR494327508586463232","AR13217009375169740801"
"AR530713062768902144","AR00244757198217936897"
"AR544772036916936704","AR06263095995937062913"
"AR89037214666719232","AR15483850920239824897"
"AR20873815936466944","AR15510010088571011073"
"AR222066164438663168","AR13708588242125717505"
"AR356884638104289280","AR09376916636650438657"
"AR429759512879038464","AR00167108587552768001"
"AR556213176958451712","AR03806017086468128769"
"AR265047929394298880","AR09888656148813316097"
"AR337370849331904512","AR13029389123322904577"
"AR380975762502582272","AR07143184410349666305"
"AR382988968293040128","AR15240656540361818113"
"AR416825064248311808","AR07295462372750131201"
"AR44610828871139328","AR10678510117835505665"
"AR511464599896195072","AR14870748118307045377"
"AR67405491621330944","AR09602149806893957121"
"AR97319492161372160","AR15834287266244591617"
"AR253569577756131328","AR16271980855029661697"
"AR308162322940035072","AR05423800012670763009"
"AR337735268717035520","AR15024483758248034305"
"AR406654478612168704","AR12705495262890557441"
"AR43693526935928832","AR07684949660921757697"
"AR454242991129755648","AR12040088417946566657"
"AR513725024004210688","AR07745822335487180801"
"AR347703784731836416","AR12282294336871202817"
"AR45320872864514048","AR11158639770211450881"
"AR510915703075766272","AR14474182174275796993"
"AR55001694789959680","AR09583290983454343169"
"AR550561549752729600","AR03288103129320521729"
"AR138361168849797120","AR12295302384061513729"
"AR427516749676544000","AR03699202830364573697"
"AR489432207941697536","AR04166305056657768449"
"AR164779890644615168","AR09512605579927879681"
"AR189624730263748608","AR12754669546053304321"
"AR344946965483618304","AR07710637963398348801"
"AR414369030149767168","AR12957331529284976641"
"AR443277183708823552","AR14870498941484400641"
"AR56693499587723264","AR15114555750795444225"
"AR67219742875713536","AR02179373196057247745"
